Time_sec,X_2d_X,X_2d_Y,PupilDiameter,GazeOrigin_X,GazeOrigin_Y,GazeOrigin_Z,GazeDirection_X,GazeDirection_Y,GazeDirection_Z,CameraDirection_X,CameraDirection_Y,CameraDirection_Z,CameraOrigin_X,CameraOrigin_Y,CameraOrigin_Z
1.103061,0.6356663,1.889803,3.459961,2732.265,-57.83977,62.6949,-0.4768385,-0.8144171,0.3306808,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.119973,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.136686,0.6320377,1.91019,3.501808,2732.264,-57.8469,62.69294,-0.4739966,-0.8187267,0.3240584,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.15298,0.6401938,1.924813,3.496559,2732.266,-57.85189,62.69771,-0.4674118,-0.8203462,0.3294819,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.169938,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.186697,0.6148255,1.987079,3.422256,2732.259,-57.8735,62.68341,-0.4652248,-0.8339893,0.2966949,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.2029,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.219903,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.236708,0.6387647,1.917484,3.481926,2732.265,-57.84943,62.69687,-0.4695085,-0.8192248,0.3292911,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.252819,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.269868,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.286696,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.302738,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
1.319834,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.9374992,0.04652538,0.3448635,2732.538,-57.37277,62.50535
